admission_test,athlete,classes_missed,gpa,graduated,greek,hs_code,illness,professor,proprietary_01,proprietary_02,proprietary_03,proprietary_04,proprietary_05,proprietary_06,proprietary_07,proprietary_08,proprietary_09,proprietary_10,proprietary_11,proprietary_12,proprietary_13,proprietary_14,proprietary_15,proprietary_17,proprietary_18,proprietary_19,proprietary_20,proprietary_21,proprietary_22,proprietary_23,proprietary_24,proprietary_25
94.0,0,0,3.451,1,0.0,1395,0,prof_2,-1.2,0.19,1.18,0.66,1,1,1.34,-0.8,0.79,1,-0.13,-0.89,-0.2,-1.6902,1,1,0,-0.56,0,,0,-0.18,1,-0.53
81.0,0,1,3.685,0,1.0,1477,0,prof_2,-0.9,0.67,0.9,1.0,0,1,-0.23,-0.73,1.26,1,0.39,0.65,0.43,0.5845499999999999,0,1,0,0.51,1,,1,0.09,0,0.51
99.0,0,1,2.346,1,1.0,1144,0,prof_1,-1.82,0.62,1.59,0.39,0,1,0.78,-1.11,0.7,1,-2.09,-0.94,0.91,1.1348600000000002,0,0,1,0.79,0,,0,0.37,1,1.37
109.0,0,7,0.771,1,0.0,1194,0,prof_2,-1.03,0.73,0.92,0.97,1,1,1.46,-0.82,-0.27,1,-0.43,0.09,-0.87,-1.67077,0,1,0,1.35,1,,1,-1.25,1,-0.16
113.0,0,4,2.205,0,0.0,1343,0,prof_1,-0.65,1.19,-1.29,-0.65,0,0,-2.45,-0.98,-1.21,0,0.83,0.75,-0.17,-1.37485,1,0,0,1.68,1,,0,-1.4,0,-0.61
109.0,0,1,3.012,1,0.0,1410,0,prof_10,1.44,-0.51,0.79,0.45,1,0,-0.73,1.05,1.49,1,-0.04,-0.45,0.04,-0.87952,0,1,1,-1.46,1,-0.31,1,0.33,0,0.81
104.0,0,4,2.534,1,0.0,1062,0,prof_5,0.24,-1.61,0.48,0.56,1,0,-0.49,0.2,-0.38,1,-2.11,1.01,1.19,2.0154599999999996,1,0,1,0.22,0,,0,0.07,1,0.12
102.0,0,2,3.114,1,0.0,1455,0,prof_7,-0.44,1.64,-0.27,-0.22,1,0,-0.13,-0.85,-0.52,1,-0.63,0.08,0.55,0.7127000000000001,1,1,1,-0.75,0,,1,0.31,1,-1.36
92.0,0,4,1.912,1,0.0,1238,0,prof_6,0.69,0.65,-0.34,0.61,0,0,0.86,-0.06,-0.57,1,-0.12,0.17,-0.92,-2.7590399999999997,0,1,1,-0.28,0,,0,-0.92,1,2.03
84.0,0,1,2.805,1,1.0,1072,0,prof_4,0.15,0.88,-0.41,2.13,0,0,0.09,-0.63,0.7,1,1.18,1.69,1.0,1.8050000000000002,1,0,1,0.7,1,,0,0.9,0,-0.12
86.0,0,4,3.31,1,1.0,1381,0,prof_5,-1.04,-0.82,0.74,-0.08,1,0,0.53,-2.5,-0.7,0,1.14,-1.6,-0.52,-2.7212,1,0,0,0.24,0,1.27,1,0.58,0,-0.12
102.0,0,0,3.633,1,0.0,1180,0,prof_6,0.64,0.93,1.14,-2.66,0,0,1.28,0.15,-1.47,0,-0.07,-0.38,1.17,3.25061,0,0,0,-1.92,1,0.05,1,3.25,0,0.16
110.0,0,3,3.475,1,0.0,1198,0,prof_4,0.31,-0.59,-1.78,0.4,1,1,-0.69,-3.71,0.37,0,0.15,-0.42,0.48,0.6679999999999999,0,0,0,0.1,1,,1,1.08,0,-1.19
101.0,0,2,3.032,1,0.0,1344,0,prof_5,1.33,-0.78,0.23,-0.35,0,0,1.46,-0.79,0.77,1,1.87,-2.71,-1.67,-6.06344,0,0,0,-0.64,0,,0,-0.27,0,-0.62
106.0,0,2,3.66,1,0.0,1031,0,prof_2,0.51,0.7,1.6,0.49,1,1,-0.6,-0.19,-0.5,1,-0.2,-1.13,-0.68,-3.4888000000000003,0,1,0,-0.96,1,,0,0.25,0,0.17
102.0,0,0,3.306,1,0.0,1147,0,prof_3,-0.01,0.75,0.68,-1.52,0,1,0.62,-0.67,1.71,0,-0.18,-0.83,-0.81,-3.6778600000000004,1,0,1,1.03,1,,0,-0.69,1,-0.5
91.0,0,4,2.247,1,0.0,1333,0,prof_6,0.94,0.03,1.76,0.38,0,0,-1.06,-2.16,-0.2,0,-1.96,0.29,-1.66,-4.73002,0,0,0,1.13,1,,1,0.17,1,-0.27
113.0,0,0,3.187,1,0.0,1329,0,prof_8,0.31,-2.13,0.59,-0.83,1,1,-1.3,0.22,0.1,1,0.02,1.32,-0.39,-2.24293,0,0,0,0.41,0,,1,0.07,0,-1.67
77.0,0,1,1.503,1,0.0,1084,0,prof_5,0.47,-0.47,0.14,-0.53,0,0,0.72,-1.57,0.29,1,1.56,-0.11,0.78,0.17233999999999994,0,0,0,0.65,0,,0,0.31,0,1.43
114.0,0,4,2.14,1,0.0,1225,0,prof_2,0.05,-0.93,1.58,-1.02,0,1,0.08,2.01,0.53,1,-0.35,1.3,-0.25,-1.5350000000000001,1,1,0,-0.59,1,,1,0.1,0,1.97
110.0,0,0,3.335,1,0.0,1445,0,prof_3,0.1,-0.3,-1.72,2.4,0,0,0.74,1.02,0.7,1,0.45,-0.9,0.38,0.2673000000000001,0,1,1,-0.45,0,,1,-1.98,1,0.77
99.0,0,1,3.695,1,1.0,1016,0,prof_2,-0.67,0.03,-1.82,0.53,1,0,0.36,0.17,-0.37,1,-0.17,0.98,0.87,2.21465,0,1,0,-1.03,0,,0,2.06,0,1.72
98.0,0,1,3.225,1,1.0,1030,0,prof_4,0.95,-2.47,0.44,-0.05,1,1,-1.66,-1.51,1.18,1,-0.77,1.7,-0.25,-1.80625,1,1,1,0.55,1,,1,0.26,0,0.89
110.0,0,1,3.415,1,0.0,1388,0,prof_2,-0.45,0.7,-0.42,-2.54,0,0,0.78,-0.38,-0.86,1,-0.55,-0.61,-2.01,-7.8641499999999995,0,0,1,-0.17,0,,1,1.18,0,1.03
81.0,0,1,2.994,1,0.0,1308,0,prof_3,1.02,0.57,0.75,-0.22,0,0,-0.85,-0.35,0.11,0,-1.44,0.98,2.53,6.57482,1,1,0,-0.14,0,,0,0.14,0,0.76
108.0,0,2,1.96,1,0.0,1276,0,prof_4,0.43,0.53,0.93,0.62,1,1,-1.26,-1.29,0.03,0,0.36,1.24,-0.83,-2.6268,0,0,1,-0.04,0,,0,-0.98,1,-1.51
99.0,0,1,3.631,1,0.0,1182,0,prof_3,0.32,0.74,0.62,0.07,0,0,0.84,-0.23,-0.81,0,1.99,1.37,0.01,-0.96369,0,1,1,-0.11,1,-0.79,0,0.3,1,0.92
88.0,0,1,3.378,1,0.0,1497,0,prof_4,0.8,1.9,-0.22,0.42,0,1,-0.42,1.35,-1.28,1,1.07,0.03,1.19,3.01982,0,0,1,0.77,0,0.85,1,-1.75,0,-1.26
95.0,0,3,3.021,1,0.0,1004,0,prof_6,0.54,0.56,-0.63,0.21,0,0,-0.75,-1.67,-1.26,0,1.38,0.12,0.52,0.5709200000000001,1,0,1,0.68,1,,1,-0.54,0,0.16
93.0,0,0,2.438,1,0.0,1372,0,prof_4,-1.36,-1.54,-0.81,0.16,1,0,-0.97,-1.06,-0.1,1,1.38,-0.55,-1.35,-4.291300000000001,1,1,1,0.0,1,,1,0.52,0,-2.03
74.0,0,2,2.911,1,0.0,1036,0,prof_9,-2.16,-1.39,0.83,-1.12,1,0,0.08,0.51,0.09,0,-1.68,-0.92,0.69,1.0085899999999999,1,0,0,-0.63,1,,1,-0.44,1,-1.72
93.0,0,1,2.971,1,0.0,1453,0,prof_5,0.75,-0.7,0.45,2.07,1,1,0.83,-0.27,-0.03,0,-1.21,0.67,1.11,2.2978100000000006,1,0,0,-0.79,1,,1,0.0,0,0.55
113.0,0,3,2.243,1,0.0,1039,0,prof_4,0.27,1.72,-2.46,0.06,0,1,-0.3,-1.32,0.61,0,0.1,-1.52,0.26,-0.41681999999999997,1,0,0,0.88,1,,1,0.66,1,0.8
92.0,0,0,2.922,1,0.0,1291,0,prof_3,-0.95,-1.0,0.11,0.14,1,0,-0.68,-0.24,-0.4,0,0.51,0.14,-2.73,-8.977060000000002,0,1,0,0.51,0,,1,0.43,0,-1.27
96.0,0,1,3.313,1,1.0,1316,0,prof_6,-0.11,-1.05,0.49,1.22,0,1,-1.98,0.83,-0.78,0,-0.2,1.18,-1.53,-6.068890000000001,0,1,0,-2.86,1,-1.54,1,0.38,1,0.58
85.0,0,2,3.172,1,1.0,1493,0,prof_1,0.58,-0.89,0.05,1.64,1,0,0.21,-0.65,-1.88,0,-0.44,2.19,-0.12,-1.38064,1,1,1,-1.29,0,0.2,1,-1.29,1,0.81
108.0,0,3,3.499,1,0.0,1208,0,prof_1,-1.27,1.04,0.42,0.13,1,0,-0.06,-0.07,0.56,0,-0.46,1.7,-0.95,-4.32405,0,1,0,-1.77,0,,0,-0.78,0,-0.26
88.0,0,0,2.887,1,0.0,1291,0,prof_4,1.65,-1.21,1.12,-0.47,0,0,-0.32,0.87,-0.41,0,1.12,-0.06,-0.91,-3.62717,1,1,1,-0.11,1,,1,-0.11,0,0.26
97.0,0,1,2.599,0,0.0,1202,0,prof_8,-0.58,0.0,1.6,-0.35,1,1,0.62,-1.46,-0.44,1,-1.83,0.28,0.49,0.27351000000000014,1,0,1,-0.0,0,,0,0.47,0,-0.56
100.0,0,0,3.976,1,0.0,1179,0,prof_4,-1.14,0.06,0.21,1.06,1,1,-0.5,0.01,-0.6,1,-0.22,-0.14,-1.45,-6.7652,0,0,0,-0.14,0,1.27,1,0.97,0,-0.41
101.0,0,2,2.363,1,,1095,1,prof_6,-0.46,-1.0,1.02,-2.33,1,1,0.69,3.07,1.1,0,-0.39,1.05,1.18,1.7883399999999998,0,1,1,0.48,1,,0,-0.56,0,-2.56
95.0,0,0,3.229,1,1.0,1316,0,prof_1,1.93,-0.54,-0.52,0.22,0,1,0.13,0.89,-0.6,0,1.29,-1.55,-2.27,-8.329830000000001,0,1,1,1.5,0,,1,0.62,1,-1.49
81.0,0,0,2.942,1,0.0,1328,0,prof_2,-0.1,-1.36,-0.68,0.44,0,0,-0.31,-0.98,0.39,0,0.03,-1.39,0.76,1.2359200000000001,1,1,1,0.32,0,,1,-2.11,0,-0.56
103.0,0,1,2.809,1,0.0,1151,0,prof_6,-0.83,-1.06,1.31,-1.29,1,1,1.66,1.29,-0.61,1,-1.66,-0.58,-0.16,-1.44944,1,0,0,1.38,1,,0,-0.23,0,-0.82
97.0,0,0,3.884,1,0.0,1043,0,,1.12,0.82,0.5,-1.17,1,0,-0.08,0.06,-0.98,1,-0.99,1.22,0.19,-0.26204000000000005,0,1,0,-0.16,0,0.38,1,0.34,0,-1.72
102.0,0,2,3.652,1,0.0,1210,0,prof_7,0.02,-1.07,-0.35,1.82,0,0,0.86,-1.03,-0.07,1,-0.85,1.1,-0.29,-2.05908,0,1,1,0.81,0,,1,-2.04,0,1.68
121.0,0,4,3.355,1,0.0,1077,0,prof_7,0.6,0.01,0.1,-1.81,1,1,0.38,-1.19,-1.11,0,-1.09,0.52,1.25,3.1937499999999996,0,0,0,0.15,1,,1,-0.11,0,0.7
87.0,0,0,3.528,1,1.0,1276,0,prof_5,0.42,0.13,-0.81,1.85,1,0,-0.35,0.64,0.16,1,-0.63,0.74,-1.53,-6.39784,0,0,0,0.92,0,,0,0.58,1,0.21
96.0,0,0,3.055,1,0.0,1017,0,prof_3,-1.28,0.62,-0.45,0.55,0,1,0.57,-0.46,-0.13,1,0.57,1.81,-1.62,-5.9491000000000005,0,0,1,-1.16,0,0.39,1,0.34,1,-1.72
113.0,0,0,3.428,1,1.0,1333,0,prof_4,-0.23,0.66,0.31,0.18,0,0,0.64,1.43,0.02,0,-1.07,-1.19,0.39,0.3369200000000001,0,1,0,-1.0,0,-0.18,0,-0.62,0,0.08
95.0,0,2,3.776,1,0.0,1076,0,prof_4,-0.21,1.39,0.13,0.36,1,0,-1.08,0.95,-0.93,0,-0.99,0.84,0.26,-0.018240000000000034,1,1,1,1.38,1,1.7,1,-0.36,1,0.03
92.0,0,2,2.843,1,0.0,1039,0,prof_5,1.06,-0.01,0.47,-1.57,1,1,1.52,-0.59,1.5,1,-0.64,0.14,-0.51,-2.44993,0,0,1,-0.67,0,,0,0.52,1,0.09
91.0,0,3,2.468,1,1.0,1124,0,prof_4,-0.36,0.25,0.39,-1.41,0,0,1.09,1.07,-0.53,0,-0.06,0.55,0.58,0.4314399999999998,1,0,0,-0.38,0,,0,-0.39,1,-1.39
93.0,0,1,2.875,1,,1178,0,prof_3,0.26,0.92,-0.85,0.47,1,1,0.17,1.12,0.74,1,0.62,2.18,-0.81,-3.3287500000000003,1,1,1,0.71,0,,0,-1.01,0,0.6
103.0,0,2,3.501,1,1.0,1299,0,prof_7,-0.46,0.71,-0.36,-2.06,1,0,0.35,-0.19,0.4,1,0.17,2.01,0.43,0.5054299999999998,1,0,1,-0.4,1,0.43,0,-1.43,1,0.74
91.0,0,0,3.324,1,,1402,0,prof_2,1.38,-0.29,-0.03,0.94,1,0,0.05,-0.3,-0.26,1,0.08,0.3,1.23,3.08852,0,1,1,-0.47,0,,1,-1.77,0,-1.34
90.0,0,3,2.886,1,1.0,1403,0,prof_1,-0.05,-0.88,-0.06,-1.14,0,1,-1.31,-0.2,0.39,0,-0.09,-1.68,-1.28,-4.69408,0,0,1,-0.33,1,-0.36,1,1.35,1,2.42
104.0,0,0,2.849,1,0.0,1322,0,prof_5,1.59,0.21,-0.2,1.14,0,0,1.28,0.56,-0.97,1,1.31,-0.19,0.97,1.7635300000000003,1,1,1,-1.45,1,,0,0.63,0,-0.7
104.0,0,4,2.547,1,,1174,0,prof_3,-1.52,0.37,0.08,1.04,1,1,1.91,-1.75,-1.48,1,-1.0,0.14,-1.14,-3.90358,1,0,0,0.01,1,-0.27,1,0.43,0,1.12
95.0,0,3,3.338,1,1.0,1462,0,prof_2,0.98,0.46,-1.11,-0.23,0,1,1.18,-0.14,0.25,1,-0.33,0.36,-0.25,-1.8345,0,0,1,-0.11,1,0.4,1,0.78,1,-0.03
101.0,0,1,3.71,1,0.0,1455,0,prof_1,0.32,0.87,0.85,0.73,0,1,-0.18,-0.24,0.72,0,0.4,-0.92,0.31,0.1500999999999999,1,1,0,-0.38,0,1.41,1,-0.65,0,0.55
102.0,0,0,3.489,1,0.0,1425,0,,-0.03,-2.04,-1.56,-0.02,1,0,-0.62,-0.34,0.2,0,0.93,0.32,0.85,1.9656499999999997,0,1,0,-1.97,0,,1,-0.92,0,0.21
104.0,0,1,2.895,0,0.0,1179,0,prof_5,-0.28,0.91,-0.5,0.26,0,0,-1.65,-1.01,-1.86,0,-2.31,-0.12,0.36,0.042200000000000015,0,1,1,0.84,0,,0,-0.24,1,-0.23
88.0,0,3,2.751,1,0.0,1099,0,prof_9,-0.3,1.78,-0.43,-0.78,0,0,0.5,0.1,0.58,0,-2.25,0.13,-0.58,-2.59558,1,1,0,1.54,0,1.53,0,-0.28,0,0.4
88.0,0,6,1.159,1,0.0,1095,0,prof_7,0.25,0.17,-0.11,-0.77,0,1,-0.48,0.07,0.17,0,0.67,-1.34,0.05,-0.94205,0,0,0,0.64,1,,1,0.02,0,-1.56
100.0,0,0,3.141,0,0.0,1245,0,prof_7,-0.21,-0.07,1.16,-1.81,0,0,-0.87,-0.49,-0.41,1,-0.45,-0.81,-0.55,-2.72755,0,0,0,0.99,1,,1,0.71,1,-4.2
104.0,0,0,3.071,1,1.0,1332,0,prof_5,0.54,2.4,0.11,0.38,0,1,-0.03,3.41,1.24,1,-1.08,-0.47,-0.6,-2.8426,1,1,0,-0.49,1,,0,0.95,0,0.14
96.0,0,1,3.286,1,0.0,1123,0,prof_2,1.46,-0.75,-0.07,-2.35,1,1,-0.71,0.91,-0.96,0,-0.78,1.8,-0.39,-2.28154,0,0,1,-0.85,0,,0,0.74,0,1.49
115.0,0,0,3.385,1,0.0,1018,0,prof_2,-0.71,0.66,-0.57,1.03,0,0,0.71,-0.34,0.75,0,0.14,0.37,-0.66,-3.2340999999999998,1,1,1,0.29,1,,1,0.6,1,0.05
90.0,0,1,2.723,1,1.0,1313,0,prof_5,0.18,1.41,0.0,1.45,0,1,0.23,0.46,0.8,0,0.51,-1.02,0.24,-0.34648,0,0,0,-1.76,0,,0,0.11,1,-0.15
109.0,0,0,3.008,1,0.0,1459,0,prof_5,0.77,-0.55,0.89,-0.78,0,1,0.9,-0.27,0.43,1,-3.03,1.15,1.08,2.2486400000000004,0,0,0,0.39,0,,1,0.42,0,-1.84
100.0,0,1,3.3,1,0.0,1261,0,prof_4,0.19,-1.4,0.21,-1.69,0,0,-1.77,0.25,0.77,1,-0.66,-0.89,-0.09,-1.297,0,1,1,0.85,1,,1,-1.09,0,1.95
97.0,0,1,3.619,1,0.0,1154,0,prof_8,0.03,-0.52,-1.13,0.06,0,0,-0.14,0.65,-1.03,0,0.3,-0.59,0.21,-0.24000999999999995,0,0,1,-0.39,1,1.76,1,0.71,0,1.16
97.0,0,2,3.261,1,0.0,1149,0,prof_5,-0.27,-1.12,1.26,-0.51,1,1,0.87,0.31,-0.93,1,0.32,-0.03,-0.35,-2.14135,1,0,1,0.71,1,1.22,1,-0.76,0,-1.12
93.0,0,2,3.379,1,0.0,1289,1,prof_2,-1.0,0.75,-0.45,0.27,1,0,-1.91,-1.49,-0.63,1,0.41,0.05,-1.08,-4.64932,0,1,1,-0.62,1,,0,-0.25,0,0.16
85.0,0,2,2.328,1,0.0,1192,0,prof_4,-0.11,-0.01,-1.15,0.06,0,0,1.28,-1.49,-0.3,1,-1.07,1.96,-0.23,-1.53544,1,0,1,2.59,1,-0.3,1,0.29,0,-0.7
105.0,0,0,2.596,1,,1262,0,prof_5,0.37,-0.57,0.76,1.05,0,1,-0.91,2.1,0.11,0,-0.02,-1.62,0.19,-0.50676,0,1,0,-1.02,0,0.26,0,0.6,1,-0.02
102.0,0,1,3.602,1,0.0,1242,0,prof_5,1.68,-0.94,-0.42,-0.23,1,0,-0.35,0.45,-0.53,1,1.34,-1.83,0.11,-0.60378,1,1,1,0.43,1,,1,-0.47,0,0.55
80.0,0,3,2.409,1,1.0,1310,0,prof_2,-0.59,2.26,1.41,-0.03,0,1,0.93,-0.83,-1.16,1,1.25,-0.7,0.38,-0.0845800000000001,1,0,0,1.31,0,,1,-0.9,0,-1.45
98.0,0,1,3.45,1,1.0,1454,0,prof_5,0.68,-1.18,-0.26,0.24,1,1,-2.51,-0.16,-0.41,1,-1.79,-0.08,-2.14,-8.383000000000001,0,1,0,0.36,0,,1,-0.0,1,0.42
107.0,0,1,3.133,0,,1374,0,prof_3,-0.43,0.28,-0.89,0.17,1,1,-1.95,0.6,-0.87,1,0.33,-1.18,0.01,-0.96867,0,0,1,1.16,1,,0,1.75,1,1.2
95.0,0,3,2.377,1,0.0,1274,0,prof_8,-1.88,0.58,0.34,-0.48,0,1,-0.34,0.7,0.39,1,1.31,0.03,-0.37,-1.8794899999999999,1,0,0,-1.05,1,,1,1.49,1,-1.5
93.0,0,0,3.602,1,0.0,1024,0,prof_7,1.29,1.85,1.25,-1.66,1,1,-2.53,0.39,-0.68,0,0.74,2.81,0.67,1.4133400000000003,1,1,1,-1.67,1,,0,-2.03,0,-0.47
94.0,0,1,3.118,1,0.0,1295,0,prof_5,-1.39,-1.2,-0.71,0.02,1,0,0.91,-0.05,-0.43,0,-0.71,-1.46,-1.02,-4.18036,0,1,1,-1.49,1,,0,-0.78,1,2.46
82.0,0,2,3.633,1,0.0,1082,0,prof_4,1.05,-0.83,0.55,1.89,1,1,-0.71,-0.92,-1.7,1,1.51,1.0,-1.18,-5.2869399999999995,0,1,0,0.74,1,,1,0.46,0,0.74
110.0,0,0,3.823,1,0.0,1073,0,prof_2,-1.06,0.59,0.94,0.9,1,1,-0.13,0.74,1.77,1,-0.69,1.3,0.96,2.67008,1,1,0,0.94,1,,0,-0.28,1,0.24
85.0,0,1,2.564,1,0.0,1096,0,prof_7,0.45,-0.44,-0.65,2.82,1,1,-0.11,-0.71,0.53,0,0.61,0.9,1.86,3.7690400000000004,0,0,1,-0.7,1,,0,-0.77,1,0.5
86.0,0,3,3.187,1,0.0,1316,0,prof_6,-1.37,-1.41,0.01,-0.87,0,1,-0.46,2.34,-1.95,0,-1.14,0.07,0.14,-0.55382,1,0,0,0.36,0,,1,0.15,0,-1.53
109.0,0,2,3.539,1,0.0,1034,0,prof_3,0.36,-0.94,-1.75,0.62,0,0,-1.75,-0.67,0.26,1,0.44,0.68,0.06,-0.78766,1,1,0,-0.39,1,,1,-1.64,0,-0.63
106.0,0,2,3.749,1,0.0,1033,0,prof_5,2.03,1.49,0.59,0.93,1,1,-0.12,-0.2,0.65,1,0.15,0.91,0.58,1.17442,1,1,0,0.78,0,,0,-1.32,0,1.64
96.0,0,4,3.383,1,0.0,1265,0,prof_7,0.38,-0.51,0.04,0.07,0,1,-0.79,-0.71,0.62,1,-1.47,-0.58,0.52,0.7591600000000001,0,1,0,0.31,0,,0,0.27,0,0.67
91.0,0,1,2.245,1,0.0,1009,0,prof_2,-0.04,0.82,-1.03,-0.57,0,1,0.64,-1.12,-2.58,1,1.01,-1.28,-1.18,-3.6491,0,1,1,-0.93,1,0.54,1,0.76,0,0.74
118.0,0,3,2.979,1,0.0,1131,0,prof_5,0.04,0.11,0.91,-0.07,1,0,0.88,0.26,-0.77,1,1.42,1.11,-1.76,-6.243040000000001,1,0,0,-0.95,1,,0,2.03,1,-0.23
119.0,0,0,3.371,1,,1158,0,prof_6,-0.24,-0.02,-0.62,-0.3,1,0,0.55,1.16,-0.85,0,-0.34,1.26,-0.05,-1.16855,0,0,0,-1.26,1,1.1,1,-1.9,0,-0.12
103.0,0,1,3.487,1,0.0,1473,0,prof_3,0.11,-0.86,-0.76,-0.99,0,1,0.43,1.17,-1.04,0,0.8,0.94,0.59,1.0573299999999999,1,0,1,-0.16,1,,0,0.19,1,0.14
104.0,0,0,3.147,1,1.0,1070,0,prof_4,1.02,0.06,-0.37,-0.72,0,1,-1.26,0.43,-2.06,0,-0.17,0.84,0.98,2.0840599999999996,1,0,1,-0.52,1,,0,-0.64,0,0.39
110.0,0,2,3.74,1,1.0,1459,0,prof_10,1.2,-1.12,1.18,-0.68,1,0,0.19,-1.16,0.44,1,-1.51,-0.43,-0.11,-1.4114,1,1,0,0.4,0,,1,0.93,1,0.58
85.0,0,1,2.243,1,0.0,1328,0,prof_1,0.08,-0.46,0.41,2.25,0,0,-0.95,-0.25,-0.68,0,0.86,-0.38,0.53,0.18879,0,1,0,-2.28,1,,0,-0.07,0,-1.27
96.0,0,1,2.915,1,0.0,1083,0,prof_6,1.63,1.02,-0.23,0.0,1,1,-0.53,0.65,0.76,0,0.0,-0.56,0.92,1.6818,1,1,0,-0.67,0,-0.09,0,-1.31,1,0.27
93.0,0,0,2.384,1,0.0,1024,0,prof_10,-0.5,-0.04,-0.2,-0.49,0,1,-2.54,0.85,0.78,1,1.95,1.36,0.57,0.35887999999999987,0,1,0,-0.34,1,,0,0.95,1,-0.67
96.0,0,0,3.447,1,0.0,1198,0,prof_3,-1.47,1.18,1.24,-2.95,0,0,-0.56,-0.67,1.29,0,1.76,-0.32,-0.41,-2.41327,0,0,1,-0.43,1,0.06,1,1.33,0,-0.63
80.0,0,4,2.668,1,0.0,1346,0,prof_3,0.22,0.02,-1.13,-0.8,0,1,-1.35,-0.37,0.06,1,-1.52,-2.6,-0.18,-1.48024,0,0,0,-1.35,0,,0,0.54,0,0.46
106.0,1,1,2.791,1,0.0,1144,0,prof_2,-0.34,0.37,-0.14,0.52,0,0,0.09,-0.56,0.09,0,1.17,-0.27,-0.13,-1.36283,1,1,0,0.7,0,0.12,0,-0.97,0,-0.73
101.0,0,0,3.737,1,0.0,1099,0,,-0.24,0.26,0.81,0.79,1,0,0.33,-0.66,-0.35,1,0.17,-2.05,0.54,1.01798,0,1,1,-0.06,0,,1,-0.12,1,0.09
73.0,0,2,3.124,1,1.0,1399,0,prof_4,1.2,0.86,-0.82,0.28,0,1,0.79,0.27,0.22,0,1.32,0.61,-0.02,-1.06248,1,0,0,1.13,1,,1,0.28,0,0.59
107.0,0,0,3.031,1,1.0,1467,0,prof_6,0.29,0.71,-0.31,0.09,0,0,0.73,0.78,-0.33,0,-1.24,-0.25,0.65,0.9701500000000001,1,1,1,-0.66,0,,1,-1.41,1,-0.12
96.0,0,1,3.451,1,0.0,1283,0,prof_3,0.52,-0.48,0.43,1.3,1,1,0.33,0.92,1.19,1,0.0,-1.2,-0.28,-1.9662800000000002,1,0,0,0.2,0,-1.26,0,0.33,0,0.64
91.0,0,2,3.366,0,0.0,1433,0,prof_2,0.59,0.25,-0.24,-0.33,1,1,-2.3,0.22,0.79,1,-1.26,-1.3,-2.07,-7.967619999999999,1,1,0,1.2,1,,0,0.58,0,0.2
109.0,0,2,2.958,1,0.0,1019,0,prof_7,0.21,-0.42,1.8,-0.68,0,1,0.07,0.98,-2.64,1,0.75,-0.41,-0.02,-1.05916,0,1,1,-0.73,0,0.05,1,0.14,0,1.39
103.0,0,2,3.22,1,0.0,1301,0,prof_5,1.61,-1.2,0.78,1.38,1,0,-1.07,-0.19,0.33,1,0.96,0.18,0.04,-0.8712,0,0,1,-2.24,0,,1,-0.69,0,1.42
101.0,0,0,3.596,1,0.0,1228,0,prof_4,0.43,-0.13,-1.2,0.6,0,1,1.32,0.03,-1.18,0,-0.15,0.74,1.86,5.688560000000001,1,0,1,0.07,1,,0,0.78,0,1.28
109.0,0,1,2.857,1,1.0,1176,0,prof_6,-1.78,-0.61,-1.43,1.26,0,1,-1.86,1.39,-1.03,0,-0.37,-0.44,0.81,1.3141700000000003,1,0,1,1.02,0,,0,0.14,0,-0.89
114.0,0,3,3.081,1,0.0,1490,0,prof_6,0.08,1.25,0.91,-2.32,0,1,-1.25,0.17,-0.09,1,-0.63,0.34,-0.63,-2.94103,0,0,0,-0.18,1,1.3,1,-0.82,0,-0.29
107.0,0,1,,1,0.0,1496,0,prof_2,-0.36,0.43,0.72,-0.84,1,0,0.09,-0.77,-0.63,0,1.05,-2.26,0.17,-0.47827,1,0,0,2.12,1,-0.15,1,1.27,0,0.52
91.0,0,0,3.152,1,1.0,1243,0,prof_1,0.01,-1.06,-1.11,-0.65,0,0,0.41,-0.4,1.21,0,-1.06,-0.6,0.86,1.7107200000000002,0,0,0,-0.18,0,,1,-0.98,1,-0.74
83.0,0,1,2.95,1,0.0,1152,0,prof_5,-0.41,-0.51,-0.16,0.9,0,0,0.74,0.03,-1.51,1,-0.33,1.15,-0.09,-1.2655,0,1,1,0.92,1,-1.06,0,0.28,1,-0.45
86.0,1,2,3.335,0,1.0,1157,0,prof_3,1.7,0.9,-1.42,-0.9,1,0,0.38,-0.09,0.19,1,-0.07,0.47,0.95,2.16825,0,0,0,-0.44,0,-1.17,1,-0.23,1,-0.82
108.0,0,0,3.552,1,0.0,1137,0,prof_9,0.71,2.22,0.81,-0.29,1,1,1.28,0.37,1.37,0,1.14,1.19,0.33,0.1721600000000001,1,1,0,0.26,0,-1.11,1,-0.18,1,-0.89
103.0,0,0,3.511,0,1.0,1116,0,prof_4,0.87,-1.55,-0.1,0.92,1,0,1.94,0.4,-1.82,0,1.86,1.47,0.63,1.2119300000000002,0,1,0,-1.82,0,0.17,0,-1.02,0,-1.09
94.0,0,3,2.463,1,1.0,1109,0,prof_3,-0.68,1.73,2.2,1.65,1,0,0.98,0.64,-0.79,1,0.94,-0.08,-0.12,-1.29556,1,1,1,-0.23,0,,1,0.93,1,-1.5
99.0,0,0,3.837,1,0.0,1334,0,prof_6,-0.94,0.17,1.12,-2.2,0,0,0.71,0.15,-0.56,0,0.18,-1.03,-0.58,-3.22546,0,1,1,1.44,1,,1,1.21,0,0.59
